"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"478","VASLIND","2023-12-17","2023-12-17","Leading Index for Virginia","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:16:08-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"479","HQMCB56YR","2023-12-17","2023-12-17","56-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:20-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"480","HQMCB63YR","2023-12-17","2023-12-17","63-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:21-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"481","HQMCB74Y6M","2023-12-17","2023-12-17","74.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:24-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"482","WYSLIND","2023-12-17","2023-12-17","Leading Index for Wyoming","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:16:01-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"483","M1218CUSM144SNBR","2023-12-17","2023-12-17","Deflated Bank Debits for 140 Outside Centers for United States","1919-01-01","1939-11-01","Monthly","M","Millions of Dollars","Mil. of $","Seasonally Adjusted","SA","2012-08-17 15:32:41-05",1,1,"Series Is Presented Here As Three Variables--(1)--Seasonally Adjusted Data, 1875-1919 (2)--Original Data, 1928-1939 (3)--Seasonally Adjusted Data, 1919-1939. Data For 1919-1927 Were Computed By Business Cycle From Macauley'S Logs. The Figures Appear In The Source In Table 30, Column 1. Beginning In 1928, Business Cycles Substituted It'S Own Seasonal Corrections. Data For May 1933-November 1939 Were Derived By NBER Following The Same Method. March 1933 Data Is Incomplete Due To Bank Holidays. The Figure Is Based On Data Taken From The Survey Of Current Business. The Figure Is Based On A 31 Day Month, Giving It A Downward Bias. Banks Were Closed March 6-9 And Most Were Gradually Reopened By March 15. Prior To March 16 Certain Banks Were Closed By State Decree. Source: For 1919-1928 Data: F.R. Macaulay, ""The Movements Of Interest Rates, Bond Yields, And Stock Prices In The U.S. Since 1856, "" NBER Publication #33, 1938; Thereafter Computed By NBER By Snyder Price Index.

This NBER data series m12018c appears on the NBER website in Chapter 12 at http://www.nber.org/databases/macrohistory/contents/chapter12.html.

NBER Indicator: m12018c"
"484","HQMCB22Y6M","2023-12-17","2023-12-17","22.5-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:11-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"485","HQMCB69YR","2023-12-17","2023-12-17","69-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:23-06",1,1,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"486","M13062USM156NNBR","2023-12-17","2023-12-17","Yields on Railroad Bonds, Lowest Rating for United States","1945-01-01","1966-01-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:16:34-05",1,1,"Data Refer To Baa Grade Bonds. Source: Moody'S Transportation Manual, 1965; Moody'S Bond Survey, Weekly Issues Thereafter.

This NBER data series m13062 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13062"
"487","TP10J15","2023-12-17","2023-12-17","10-Year 1-5/8% Treasury Inflation-Indexed Note, Due 1/15/2015 (DISCONTINUED)","2005-02-01","2014-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2015-01-02 08:36:04-06",1,1,"Treasury Inflation-Protected Securities, or TIPS, are securities whose principal is tied to the Consumer Price Index (CPI). The principal increases with inflation and decreases with deflation. When the security matures, the U.S. Treasury pays the original or adjusted principal, whichever is greater.

Averages of business days. Yield to maturity on accrued principal.

Calculated from data provided by the Wall Street Journal.

Copyright, 2016, Haver Analytics. Reprinted with permission."
"488","MSSLIND","2023-12-17","2023-12-17","Leading Index for Mississippi","1982-01-01","2020-02-01","Monthly","M","Percent","%","Seasonally Adjusted","SA","2020-04-14 09:17:03-05",1,1,"The leading index for each state predicts the six-month growth rate of the state's coincident index. In addition to the coincident index, the models include other variables that lead the economy: state-level housing permits (1 to 4 units), state initial unemployment insurance claims, delivery times from the Institute for Supply Management (ISM) manufacturing survey, and the interest rate spread between the 10-year Treasury bond and the 3-month Treasury bill."
"489","TP10J11","2023-12-17","2023-12-17","10-Year 3-1/2% Treasury Inflation-Indexed Note, Due 1/15/2011 (DISCONTINUED)","2001-02-01","2010-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2011-01-03 09:31:15-06",1,1,"Averages of business days. Copyright, 2016, Haver Analytics. Reprinted with permission. Calculated from data provided by the Wall Street Journal."
